ApplicantID,Industry,CompanyName,JobDescription,Position,Salary,YearsOfExperience
347,minuman dalam kemasan education banking holding company,pt sinar sosro pt eka widya anugerah pt bank rakyat indonesia hendropriyono corp indonesia,handle guest email and phone calls correspondence and distribute letters handle incoming and outgoing letters filing arrange boss schedule including travel arrangement handle insurance and jamsostek making presentation report handle meeting presentation and training making weekly monthly and annual report input and maintain absence include permit overtime and leave handle new employee running hrd programs ex hris and siap send invitation letters meeting psychotest and others help recruitment team handle tax pph and employee database making reports of presentation meeting training and others ensure office facilities and locker is in good condition and ready for use and be controlled maintain office stationery other tasks or responsibilities assigned by ga and hrd manager arrange boss schedule screening phone calls guest email skype follow up clients correspondences travel arrangement prepared meeting training presentation and seminar filing accompanying boss to meeting taking minutes when requested where necessary design brochure maintain office stationery other tasks or responsibilities assigned by owner and manager secretary handle phone calls and meeting filing maintain incoming and outgoing letters communicate and coordinate with internal departments maintain office stationerycustomer service handle phone calls filing responsible for customer collateral delivery information loan application installment credit limit debit and credit card payment slips payment method interest cheque deposit kurs billing statement tax etc explain company product respond customer inquiries handle and resolve customer complaints maintain customers account process orders forms applications as requested maintain customer database administrative coordinate with internal and external department teller handle customers transactions receive cash from armored cars count and verify those verify cashiers checks sort file and record deposit slips manage bank vault to ensure correct cash balances provide account balance information to customer ensure that the cash drawer is balanced and maintained at all times perform end of the day recap of money and bank slips making daily report checking vault balance atm and cdm maintenance finance petty cash bills cash flow allowances financial report secretarial duties manage boss schedule travel arrangement transportation petty cash screening phone calls greet visitors preparing materials and presentations for meeting taking minutes when requested where necessary responsible with monthly and annual payment electricity water wifi phone bills newspaper security iuran rt rw tax etc compose type and distribute meeting notes routine correspondence and reports make copies of correspondence and other printed material learn to operate new office technologies as they are developed and implemented maintain office stationery administrative work filing responsible with everything when director is not around follow up quotation final approval payments dp installment final making report checking project to field also by phone building maintenance including cleanliness phone internet and office assets maintenance office look maintenance furniture and etc other tasks or responsibilities assigned by director,pga staff internship student business administration and secretary secretary fl cs teller assistant administrative,2475000,0
350,jasa keuangan non bank biro jasa psikologi,pt permodalan nasional madani persero lembaga pengkajian dan pengembangan psikologi terapan lpt,mengelola proses rekrutmen dan seleksi area jatim memenuhi target man power planning perusahaan menyusun administrasi personalia absen lembur hris asuransi pkwt menjalin relasi dengan vendor di luar perusahaan menawarkan jasa biro psikologi menjalin relasi dengan klien mengatur jadwal pelaksanaan tes psikologi menyusun proposal dan anggaran tes psikologi mengintegrasikan kebutuhan pelaksanaan tes psikologi dengan berbagai pihak,staf sdm staf marketing,3100000,3
353,perbankan perbankan,pt bank mega pt bca,berhubungan langsung dengan nasabah dalam memenuhi kebutuhannya membuka rekening menyelesaikan masalah terkait rekeningnya maupun produk perbankan lainnya mengidentifikasi kebutuhan masalah menganalisa dan memberi solusi yang efektif membina hubungan yang baik terhadap nasabah memasarkan produk dan jasa perbankan kepada nasabah melaksanakan kegiatan administratif terkait kegiatan operasional perbankan yaitu melakukan filing form aplikasi rekening pencatatan administrasi stock buku tabungan kartu atm cek bg melayani transaksi perbankan menyelesaikan transaksi tunai maupun non tunai dengan benar dan teliti menghitung uang nasabah dengan benar dan menginputnya pada sistem mencocokkan fisik uang dengan jumlah uang pada sistem mengelola kas kecil menjaga hubungan baik dengan nasabah termasuk perilaku baik terhadap semua nasabah memberikan saran produk yang tepat kepada nasabah,customer service officer teller,3425000,4
357,leasing audit dan konsultan keuangan,fifgroup kap hendrawinata hanny erwin dan sumargo,verifikasi data calon nasabah dan report ke bagian analis kredit audit perbankan khususnya bpr serte bebrapa perusahaan umum,field verifier auditor,2898000,0
367,jasa jasa,ptkamadjaja logistics ptblue bird group,membuat surat jalan customer shipping kapal recruitmen seleksi claim tabrak kebutuhan seragam tanda pengenal atk,admin hr staff admin personalia,3250000,0
368,retail fashion,pt matahari department store tbk,my past job experience was in pt matahari department store tbk supermal pakuwon indah branch as human resource general affair supervisor started work there from june to october this position allowed me to have lot of experience as hr generalist since have to managed every employee related matters from the very first process of recruitment to the last from planning and did the recruitment training managing all the employee benefit and the payroll to planning and did the employee termination when needed also had to make sure that all the rules and policy made by head office was delivered well to all the employee and supervise it so all the human resource related process were running well,hr ga supervisor,5600000,4
370,pendidikan pendidikan psychological practice,smk  singosari malang pppptok boevedc malang pt kasandra persona prawacana,melakukan asesmen kepada siswa yang dianggap bermasalah oleh guru bk merancang intervensi khusunya konseling melakukan konseling membuat laporan untuk sekolah dan kampus melakukan observasi wawancara dan penyebaran angket kepada tiap departemen untuk mlihat kondisi yang berada setiap departemen menyusun rancangan intervensi kpi anajab dan desain training melaksanakan rancangan intervensi yang telah dirancang evaluasi dan laporan kegiatan kepada kepala personalia dan kampus shadow teacher psychological assistance pada anak asperger selama hari,magang staff konselor magang staff personalia psychological assistance,0,0
373,agama pendidikan,gereja bethany fresh anointing yogyakarta sma bopkri  yogyakarta,membuat bahan presentasi yang akan disampaikan oleh pemimpin ibadah serta melakukan dokumentasi pada setiap ibadah melakukan pendampingan pembelajaran microsoft office pada guru dan karyawan sekolah,staff multimedia magang staff it,0,3
385,jasa,kantor hukum advocate  legal consultant agus raiwantoro sh  partners,saya bertanggung jawab membuat surat kuasa gugatan menulis jadwal sidang melakukan pendampingan terhadap klien di kepolisian serta sidang di pengadilan baik dalam perkara perdata maupun pidana,staff,3000000,2
386,food and baverage,angkasa pura hotel,,engineering building n driver direction,2150000,0
387,document,pt reycom document solusi,data entry cek document prepare document finishing document,admin,3000000,0
393,even organizer perkayuan branding ukm,roy shakti group pt ratah timber markaz design,bertanggung jawab atas peralatan it yang ada di perusahaan hardware software troubleshooter jaringan internet website update bertanggung jawab sebagai it technician atas semua peralatan it baik yang ada di kantor samarinda maupun site mahakam hulu baik pt kontrakor bertanggung jawab terhadap jaringan internet vsat yang ada diperusahaan bertanggung jawab terhadap website jawab terhadap hardware software perawatan dan perbaikan bekerja sebagai it staff techniciantroubleshooter hardware software web designer graphic designer internet marketer,it it staff it staff,4166666,5
397,education,mawar sharon christian school,menghandle jadwal pimpinan meeting koordinasi dengan bagian yang lain input file dan system by accuratearrange dan manage event budget serta membuat laporannyadial dengan vendor rekanan kerjamengelola kas departemen,secretary admin,5000000,0
399,education technology information,smp tunas buana surabaya alpha it solution,teach instalation network troubleshooting printing pc survey lokasi titik pemasangan untuk menentukan kebutuhan yang harus dibawa pemasangan jaringan internet fingerprint cctv running text dan helpdesk remote sistem anydesk team viewer,teacher it technition it support,2250000,6
403,telekomunikasi,pt zmg telekomunikasi servise indonesia,responsible of document project employee absenteeism make purchase letter filling and update database employee accounting office expense month helps to work project,admin document project,3500000,1
406,leasing education,pt indomobil finance jakarta sd muhammadiyah  surabaya,my responsibilities were at administration department those were hrd finance and purchasing beside at administration my responsibilities also in marketing department and handle new car filling document manage incoming and outward letter and upgrade student data,management development program admin staff,2750000,0
409,cv,anima consulting assessment training  psychotherapy,memberikan intruksi dan skoring alat tes psikotes pada peserta,asisten staff freelance,0,0
414,perhutanan,perum perhutani kph malang,membuat website dan mengolah data keuangan pariwisata,magang,0,0
425,media informasi food and beverage perbankan media pertelevisian,hard rock fm pt tanoyashi kirkos bar and restaurant bank bca transmedia group trans tv,membuat perjanjian kerja sama dengan vendor event penempatan periklanan dan media promosi membuat report finance per weekly tentang profit harian restoran dan create event besar dengan budget request customer melayani menawarkan product perbankan dan maintenance nasabah perihal penjualan product relasi keuangan dan benefit yang diterima baik untuk bank dan nasabah report operasional administrasi perusahaan list standar operasional prosedur perusahaan pengecekan perjanjian kerjasama dengan vendor luar meliputi catering akomodasi transportasi hotel kebutuhan rumah tangga perusahaan dan menjadi moderator penengah baik dengan auditor internal dan external,account executive management banquet customer service officer and product perbankan secretary general service,4200000,4
