JobID;JobTitle;DescriptionRequirement
64;legal staff;membuat konsep dan koreksi surat surat perjanjian kontrak kerjasama dan yang sejenisnya pendidikan minimal hukum lebih disukai usia maksimal tahun pengalaman kerja min th membuat konsep dan koreksi surat surat perjanjian kontrak kerjasama dan yang sejenisnya siap kerja under pressure penampilan menarik penempatan surabaya
65;it support;menangani trouble shooting dan jaringan hardware dan software meintenance hardware dan software usia maksimal tahun pendidikan minimal informatika teknik komputer pengalaman minimal tahun menguasai instalation trouble shooting pada pc dan peripheral lainnya mampu bekerja team maupun mandiri
66;marketing executive;mencari para calon klien yang prospektif mengembangkan dan merealisasikan rencana penjualan dan tergetnya melakukan penawaran harga dan negosiasi dengan klien dll usia maksimal tahun pendidikan minimal semua jurusan memiliki pengalaman bekerja minimal tahun dibidang yang sama memiliki networking yang luas memiliki kendaraan sendiri lebih diutamakan memiliki sim lebih disukai penempatan surabaya
68;it staff;bertanggung jawab terhadap keseluruhan kegiatan it membuat pengawasan sistem aplikasi jaringan berdasarkan kebutuhan it support usia maksimal tahun pendidikan minimal teknik informatika diutamakan memiliki pengalaman tahun sebagai it lulusan baru silahkan melamar mengetahui pekerjaan yang berkaitan dengan it support hris lan mikrotik software hardware sistem database admin memiliki kondisi tubuh yang sehat mampu mengelola tim dengan baik menjadi nilai lebih memiliki determinasi yang tinggi dalam bekerja
69;surveyor r&d;mencari lokasi baru space iklan yang strategis melakukan pendekatan pada warga untuk proses pembuatan space iklan perantara negosiasi dengan pemilik lahan laki laki minimal sma sederajat maksimal umur tahun berpengalaman sebagai surveyor di perusahaan periklanan menjadi nilai lebih memiliki kendaraan sendiri motor memiliki kemampuan negosiasi yang baik memiliki sim aktif bersedia bekerja lapangan bersedia bekerja dengan target bisa menggunakan corel draw basic
70;surveyor general operation;survey tiap lokasi space iklan pt warna warni media pelaporan hasil survey harian pria pendidikan minimal sma sederajat maksimal usia tahun mampu mengendarai sepeda motor dan menggunakan kamera memiliki kendaraan pribadi motor memiliki sim aktif bersedia bekerja lapangan
71;hrd staff;bertanggung jawab mengelola dan mengembangkan sumber daya manusia dalam hal ini termasuk perencanaan pelaksanaan dan pengawasan sumber daya manusia dan pengembangan kualitas sumber daya manusia membuat sistem hr yang efektif dan efisien misalnya dengan membuat sop job description training and development system dll bertanggung jawab penuh dalam proses rekrutmen karyawan mulai dari mencari calon karyawan wawancara hingga seleksi melakukan seleksi promosi transfering dan demosi pada karyawan yang dianggap perlu melakukan kegiatan pembinaan pelatihan dan kegiatan kegiatan yang berhubungan dengan pengembangan kemampuan potensi mental keterampilan dan pengetahuan karyawan yang sesuai dengan standar perusahaan bertangggung jawab pada hal yang berhubungan dengan absensi karyawan perhitungan gaji bonus dan tunjangan membuat kontrak kerja karyawan serta memperbaharui masa berlakunya kontrak kerja melakukan tindakan disipliner pada karyawan yang melanggar peraturan atau kebijakan perusahaan pendidikan psikologi hukum usia maksimal tahun pengalaman kerja minimal tahun dibidangnya menguasai implementasi peraturan ketenagakerjaan berpengalaman mengerjakan iso training menguasai proses rekruitment daftar lewat link recruitment warnawarni co id
72;purchasing staff;melakukan pemesanan barang dengn membuat po matrix perbandingan harga spk mengatur pengiriman barang yang dipesan membuat rekapitulasi laporan bulanan umur maksimal tahun pendidikan minimal semua jurusan diutamakan memiliki pengalaman bekerja di bidang yang sama pada perusahaan kontraktor diutamakan memiliki pengalaman kerja tahun lulusan baru dipersilahkan melamar kuat dalam penggunaan ms office membuat perencanaan negosiasi dan teliti dapat bekerja dalam tekanan penempatan di dki jakarta
73;accounting;membuat dan menginput jurnal membuat laporan keuangan mengawasi transaksi keuangan membuat rekonsiiliasi data keuangan monitoring data keuangan perusahaan minimal pendidikan akuntansi lulusan baru dipersilahkan untuk melamar minimal ipk bersedia bekerja mobile dan siap bekerja dibawah tekanan terbiasa menggunakan aplikasi accounting dan microsoft excel memiliki sertifikat brevet dan menjadi nilai lebih
74;auditor internal;melakukan pemeriksaan dan analisis seluruh operasional perusahaan pemeriksaan dan analisis laporan keuangan membuat laporan terkait proses audit dan memberikan saran profesional pendidikan minimal akuntansi ipk minimal skala minimal pengalaman bekerja di kap minimal tahun minimal pengalaman bekerja sebagai auditor tegas disiplin teliti tekun ulet self motivated pantang menyerah memiliki motivasi kerja yang tinggi merupakan keharusan mudah bergaul mampu bekerja dibawah tekanan
75;asisstant manager finance & accounting;planning forecasting dan budgeting finance memberikan opini terhadap proses keuangan perusahaan monitoring laporan keuangan perempuan pendidikan minimal akuntansi ekonomi ipk minimal memiliki pengalaman minimal tahun dibidang yang sama memiliki kemampuan analisa dan logika berpikir yang tajam mahir menggunakan microsoft office khususnya excel dapat bekerja dalam tekanan memiliki sertifikat brevet merupakan nilai tambah
76;internal auditor;melaksanakan proses pemeriksaan audit internal bagi seluruh divisi cabang dan melaporkannya dalam bentuk laporan audit menjalankan proses audit internal perusahaan secara teknis dan berkala baik dari segi financial maupun operasional melakukan koordinasi kesiapan cabang untuk menyiapkan laporan rugi laba dengan lengkap serta melakukan pemeriksaan terhadap neraca rugi laba tersebut menganalisa dengan akurat serta bisa memberikan gambaran tentang penyelesaian masalah keuangan melakukan monitoring dan evaluasi hasil audit internal serta menjalin koordinasi dengan pihak terkait untuk menyiapkan solusi untuk hasil temuan masalah aktif melakukan tugas tugas lain yang di rasa perlu dalam upaya mencapai target audit melaporkan tindakan tindakan mencurigakan yang ditemukan selama pemeriksaan audit usia maksimal tahun pendidikan minimal akuntansi diutamakan pengalaman minimal tahun di gym fitness centre disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill detail target oriented penempatan di surabaya diganti cari accounting staff
77;perijinan dan humas;mampu bersikap berperilaku dan bekerja dengan jujur dapat bekerjasama dalam tim memiliki kecermatan dan ketelitian terutama saat membaca dan membuat dokumen dokumen perjanjian mampu berfikir logis obyektif dan jernih berdasarkan fakta kemampuan memahami bahasa hukum memiliki sikap tegas dan teguh pendirian mampu berkomunikasi dengan lugas dan jelas memiliki kemampuan bernegosiasi memahami dengan baik undang undang dan segala peraturan pertanahan hukum perpajakan dan peraturan yang berhubungan dengan pembangunan proyek properti memiliki kemampuan advokasi seperti mampu memahami urutan dan detil beracara di pengadilan membuat laporan bulanan perijinan membuat proposal ijin pemanfaatan ruang menyiapkan gambar perencanaan lahan site plan mengurus dan mengecek sertifikat di bpn koordinasi dengan lurah camat dan kades untuk pengurusan sertifikat menjalin hubungan baik dengan warga sekitar proyek untuk kelancaran proses pembangunan laki laki usia minimal tahun pendidikan minimal hukum pengalaman minimal tahun di bidang property disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill bersedia melakukan perjalanan dinas diseluruh wilayah indonesia penempatan di surabaya
78;project officer;description membuat rab proyek yang akan dijalankan perusahaan yang mecakup spesifikasi volume bahan dan perhitungan nilai rupiahnya membuat bill of quantity internal untuk tender subcont menjalankan proyek membuat laporan realisasi proyek dan menganalisa laporan terhadap rab membuat detail project schedule proyek melakukan perhitungan daya listrik yang dibutuhkan suatu lokasi reklame melakukan koordinasi dengan workshop subcont dept ga untuk pengadaan supply tenaga kerja bahan dan peralatan kerja melakukan koordinasi dengan dept pajak ijin ataupun pihak lain requirement menguasai software autocad dan sap mampu menghitung rab dan skalatis secara teknis dapat mengendarai kendaraan bermotor
79;staff ga;mengetahui tentang kendaraan memiliki kemampuan analisa yang kuat dan inisiatif serta mampu menyelesaikan masalah terkait general affair bersedia untuk bekerja di bawah tekanan usia max tahun min diploma semua jurusan pengalaman min tahun di posisi yang sama multitasking dan cepat dalam belajar hal yang baru
80;asst. executive housekeeping;becoming asst executive housekeeping for gunawangsa hotel merr male experience in hospitality industry min year has leader ability has good personality attitude willing to become key player in dynamic team and able to work as team
81;staff admin;melakukan pekerjaan yang bersifat administrasi melakukan rekap dan filling dokumen dokumen bertanggungjawab penuh terhadap kerapihan berkas dan dokumen laki laki atau perempuan maksimal usia th minimal pendidikan diploma atau sederajat memiliki pengalaman tahun sebagai admin fresh graduate dipersilahkan melamar multi tasking dan mau belajar teliti menyukai hal hal detail rapih administrasi cekatan disiplin jujur terstruktur dalam bekerja memiliki kemampuan analisa dan komunikasi yang baik siap bekerja dibawah tekanan
82;asst. building manager;bertanggung jawab terhadap seluruh operasional gedung antara lain pemeliharaan gedung perbaikan renovasi safety gedung dan kebersihan serta keamanan menyusun budget operasional gedung memastikan efektivitas biaya dan efisiensi energy membina hubungan baik dengan tenant dan pihak eksternal menyusun serta menerapkan sop mengawasi kinerja kontraktor dan vendor menampung dan menyelesaikan segala complain dari tenant merencanakan mengkoordinasikan mengevaluasi dan mengusulkan pemecahan masalah dalam melaksanakan pengelolaan gedung mengendalikan dan mengambil tindakan perbaikan terhadap kinerja kelancaran keuangan perusahaan sesuai dengan rencana budget yang ditetapkan memahami dan menjabarkan kebijakan yang telah ditetapkan direksi kedalam rencana kerja pengelolaan gedung usia minimal tahun pendidikan minimal segala jurusan pengalaman minimal tahun di mall atau apartemen disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill tegas dan detail oriented memiliki sikap leadership yang kuat penempatan di surabaya
83;karaoke and entertainment centre manager;bertanggung jawab pelaksanaan operasional sop di outlet memberikan pelayanan terbaik untuk pelanggan bertanggung jawab untuk mengelola tim mengkoordinasikan pelatihan crew untuk meningkatkan ketrampilan dan pengetahuannya bertanggung jawab untuk pemesanan barang keperluan outlet memastikan pelaksanaan standard hygienitas di outlet berjalan dengan baik membuat jadwal dan merekap absensi karyawan melakukan analisa menyeluruh dan membuat weekly report general report merencanakan pendaya gunaan sumber daya manusia yang ada agar efektif dan efisien menjaga seluruh asset perusahaan melaporkan setiap insiden yang terjadi di outlet atau di luar outlet yang berkaitan dengan outlet memastikan prosedur opening dan closing dilakukan dengan benar memberikan briefing setiap hari menjaga standar kualitas pelayanan laporan dan waktunya memonitor dan menjaga kinerja secara keseluruhan usia minimal tahun pendidikan minimal segala jurusan pengalaman minimal tahun di bidang food beverages entertainment disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill mempunyai leadership yang baik target oriented detail oriented penempatan di the central mall gunawangsa tidar surabaya
