ApplicantID;Position;JobDescription
367;admin;membuat surat jalan customer shipping kapal
368;hr & ga supervisor;my past job experience was in pt matahari department store tbk supermal pakuwon indah branch as human resource general affair supervisor started work there from june to october this position allowed me to have lot of experience as hr generalist since have to managed every employee related matters from the very first process of recruitment to the last from planning and did the recruitment training managing all the employee benefit and the payroll to planning and did the employee termination when needed also had to make sure that all the rules and policy made by head office was delivered well to all the employee and supervise it so all the human resource related process were running well
370;magang staff konselor magang staff personalia psychological assistance;melakukan asesmen kepada siswa yang dianggap bermasalah oleh guru bk merancang intervensi khusunya konseling melakukan konseling membuat laporan untuk sekolah dan kampus melakukan observasi wawancara dan penyebaran angket kepada tiap departemen untuk mlihat kondisi yang berada setiap departemen menyusun rancangan intervensi kpi anajab dan desain training melaksanakan rancangan intervensi yang telah dirancang evaluasi dan laporan kegiatan kepada kepala personalia dan kampus shadow teacher psychological assistance pada anak asperger selama hari
373;staff multimedia magang staff it;membuat bahan presentasi yang akan disampaikan oleh pemimpin ibadah serta melakukan dokumentasi pada setiap ibadah melakukan pendampingan pembelajaran microsoft office pada guru dan karyawan sekolah
385;staff staff;saya bertanggung jawab membuat surat kuasa gugatan menulis jadwal sidang melakukan pendampingan terhadap klien di kepolisian serta sidang di pengadilan baik dalam perkara perdata maupun pidana saya bertanggung jawab membuat surat kuasa gugatan menulis jadwal sidang melakukan pendampingan terhadap klien di kepolisian serta sidang di pengadilan baik dalam perkara perdata maupun pidana
386;engineering building n driver direction;
393;it it staff it staff;bertanggung jawab atas peralatan it yang ada di perusahaan hardware software troubleshooter jaringan internet website update bertanggung jawab sebagai it technician atas semua peralatan it baik yang ada di kantor samarinda maupun site mahakam hulu baik pt kontrakor bertanggung jawab terhadap jaringan internet vsat yang ada diperusahaan bertanggung jawab terhadap website jawab terhadap hardware software perawatan dan perbaikan bekerja sebagai it staff techniciantroubleshooter hardware software web designer graphic designer internet marketer
399;teacher, it technition teacher, it technition teacher, it technition teacher, it technition;teach instalation network troubleshooting printing pc teach instalation network troubleshooting printing pc teach instalation network troubleshooting printing pc teach instalation network troubleshooting printing pc
403;admin & document project admin & document project admin & document project;responsible of document project employee absenteeism make purchase letter filling and update database employee accounting office expense month helps to work project responsible of document project employee absenteeism make purchase letter filling and update database employee accounting office expense month helps to work project responsible of document project employee absenteeism make purchase letter filling and update database employee accounting office expense month helps to work project
406;management development program management development program management development program;my responsibilities were at administration department those were hrd finance and purchasing beside at administration my responsibilities also in marketing department and handle new car my responsibilities were at administration department those were hrd finance and purchasing beside at administration my responsibilities also in marketing department and handle new car my responsibilities were at administration department those were hrd finance and purchasing beside at administration my responsibilities also in marketing department and handle new car
409;asisten (staff freelance) asisten (staff freelance);memberikan intruksi dan skoring alat tes psikotes pada peserta memberikan intruksi dan skoring alat tes psikotes pada peserta
425;account executive management banquet customer service officer and product perbankan secretary general service ;membuat perjanjian kerja sama dengan vendor event penempatan periklanan dan media promosi membuat report finance per weekly tentang profit harian restoran dan create event besar dengan budget request customer melayani menawarkan product perbankan dan maintenance nasabah perihal penjualan product relasi keuangan dan benefit yang diterima baik untuk bank dan nasabah report operasional administrasi perusahaan list standar operasional prosedur perusahaan pengecekan perjanjian kerjasama dengan vendor luar meliputi catering akomodasi transportasi hotel kebutuhan rumah tangga perusahaan dan menjadi moderator penengah baik dengan auditor internal dan external
427;staff legal;filling dokumen perusahaan mengurus perizinan perizinan perusahaan khususnya outlet mereview draft draft perjanjian antar divisi dan dengan pihak ketiga
428;staf accounting;mengelola uang kas harian utk biaya operasional kantor dan gudang membuat lap kas harian menerima order dan mengatur jadwal pengiriman ke customer berhubungan dengan pihak emkl untuk mengatur barang masuk ke gudang membayar tagihan yang masuk ke perusahaan melakukan pengecekan lap mutasi rekening perusahaan
440;general afair staff-ekspedisi general afair staff-ekspedisi general afair staff-ekspedisi general afair staff-ekspedisi;input output data dan ambil dokumen input output data dan ambil dokumen input output data dan ambil dokumen input output data dan ambil dokumen
443;kepala staff administrasi kepala staff administrasi kepala staff administrasi kepala staff administrasi kepala staff administrasi kepala staff administrasi kepala sekolah  kepala sekolah  kepala sekolah  kepala sekolah  kepala sekolah  kepala sekolah ;
445;supervisor legal & ga supervisor legal & ga legal administrator staff  legal administrator staff  license staff license staff;job diskription spv legal ga akhir pembuatan laporan bulanan legal work order dan general affair pembuatan perjanjian atau kontrak kerjasama antara perusahaan dengan relasi dg nominal lebih dari jt review all perjanjian yang dibuat oleh staff legal staff general affair dan div human resources development hrd pengurusan perijinan pembangunan proyek proyek dan perijinan kantor cabang yang dilakukan peruasahaan diluar kota atau luar pulau mendampingi dan menjadi mediator dalam rapat umum perusahaan mewakili perusahaan dalam perbuatan hukum secara non litigasi maupun litigasi peradilan industrial job diskription spv legal ga akhir pembuatan laporan bulanan legal work order dan general affair pembuatan perjanjian atau kontrak kerjasama antara perusahaan dengan relasi dg nominal lebih dari jt review all perjanjian yang dibuat oleh staff legal staff general affair dan div human resources development hrd pengurusan perijinan pembangunan proyek proyek dan perijinan kantor cabang yang dilakukan peruasahaan diluar kota atau luar pulau mendampingi dan menjadi mediator dalam rapat umum perusahaan mewakili perusahaan dalam perbuatan hukum secara non litigasi maupun litigasi peradilan industrial filiing berkas perjanjian kerjasama sp surat perjanjian pengangkatan dealer yang dibuat untuk perusahaan pt mitra pinasthika mulia dan pt mitra pinasthika mustika dengan vendor dan relasi pihak kedua kerjasama dealaer menegemen filing penataan hardcopy dan scan dokumen legal perusahaan pt mitra pinasthika mulia dan perusahaan induk serta cabang mso pt mitra pinasthika mustika menyiapkan syarat syarat perijinan baru perpanjangan maupun revisi dan pengurusan perijinan kedinas dinas terkait pembuatan laporan work legal order lwo dan menyiapkan perjanjian yang akan ditandatangani oleh presiden direktur dan direktur pimpinan terkait dan mengirimkan ke pada departemen divisi terkait filiing berkas perjanjian kerjasama sp surat perjanjian pengangkatan dealer yang dibuat untuk perusahaan pt mitra pinasthika mulia dan pt mitra pinasthika mustika dengan vendor dan relasi pihak kedua kerjasama dealaer menegemen filing penataan hardcopy dan scan dokumen legal perusahaan pt mitra pinasthika mulia dan perusahaan induk serta cabang mso pt mitra pinasthika mustika menyiapkan syarat syarat perijinan baru perpanjangan maupun revisi dan pengurusan perijinan kedinas dinas terkait pembuatan laporan work legal order lwo dan menyiapkan perjanjian yang akan ditandatangani oleh presiden direktur dan direktur pimpinan terkait dan mengirimkan ke pada departemen divisi terkait pengurusan perijinan ke dinas instansi berwenang terkait untuk ijin pembukaan outlet apotek baru atau relocation apotek baru imb sppl disperindag dan sia surat ijin apotek pengurusan perijinan untuk apoteker sipa sittrk sipttkdll yg dibutuhkan apoteker dan melalui dinas kesehat pendampingan dan mewakili perusahaan apoteker penanggung jawab apa apj guna melakukan tanda tangan akta perjanjian psa dgn apoteker di notaris perjalanan dinas luar kota guna pengurusan perijinan apotek baru memberikan pendapat hukum terkait kasus kasus yg dihadapi perusahaan pengurusan administrasi legal dalam ruanglingkup internal perusahaan antar departement pembuatan laporan report data data perijinan tentang pembukaan apotek dan perijinan apoteker asistant apoteker pengurusan perijinan ke dinas instansi berwenang terkait untuk ijin pembukaan outlet apotek baru atau relocation apotek baru imb sppl disperindag dan sia surat ijin apotek pengurusan perijinan untuk apoteker sipa sittrk sipttkdll yg dibutuhkan apoteker dan melalui dinas kesehat pendampingan dan mewakili perusahaan apoteker penanggung jawab apa apj guna melakukan tanda tangan akta perjanjian psa dgn apoteker di notaris perjalanan dinas luar kota guna pengurusan perijinan apotek baru memberikan pendapat hukum terkait kasus kasus yg dihadapi perusahaan pengurusan administrasi legal dalam ruanglingkup internal perusahaan antar departement pembuatan laporan report data data perijinan tentang pembukaan apotek dan perijinan apoteker asistant apoteker
